#Base quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r9\filtered_snp_filtered_indel\quast_results
#compare quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r9\raw_snp\quast_results
##CHROM	BASE_PHASEBLOCK	BASE_CONTIG_START	BASE_CONTIG_END	COMP_PHASEBLOCK	COMP_CONTIG_START	COMP_CONTIG_END	MIS_MSG	LAST_FRAGMENT_LENGTH	NEXT_FRAGMENT_LENGTH
chr1_MATERNAL	hap1_contig_104	1	4251	hap1_contig_104	1825	1828	translocation	694	1765
chr1_MATERNAL	hap1_contig_104	1	4251	hap2_contig_104	991	1983	local misassembly	990	2405
chr1_MATERNAL	hap1_contig_2987_phaseblock_0	1	159221	hap2_contig_2987_phaseblock_0	30541	30542	translocation	30540	64517
chr1_MATERNAL	hap1_contig_642_phaseblock_1	167038	260436	hap1_contig_642_phaseblock_0	177540	177541	relocation, inconsistency = 121478844	142371	12687
chr1_MATERNAL	hap1_contig_642_phaseblock_1	167038	260436	hap1_contig_642_phaseblock_0	190228	190229	relocation, inconsistency = 127440159	12687	60266
chr1_MATERNAL	hap2_contig_1809_phaseblock_0	1	105107	hap1_contig_1809_phaseblock_0	89415	89416	relocation, inconsistency = 27863	89414	13543
chr1_PATERNAL	hap2_contig_1770_phaseblock_0	1	19964	hap2_contig_1770	11072	11701	relocation, inconsistency = -2437	11071	4477
chr1_PATERNAL	hap2_contig_1770_phaseblock_0	1	19964	hap2_contig_1770	16178	16416	translocation	4477	299
chr2_MATERNAL	hap2_contig_1674_phaseblock_0	1	71691	hap2_contig_1674_phaseblock_0	34769	34770	relocation, inconsistency = 1858712	34768	35859
chr2_MATERNAL	hap2_contig_2795_phaseblock_1	26928	27973	hap2_contig_2795	27557	27558	relocation, inconsistency = -1843578	27556	9908
chr2_PATERNAL	hap1_contig_893_phaseblock_8	8015130	10670194	hap2_contig_893_phaseblock_10	9801484	9801485	translocation	1784713	873558
chr3_MATERNAL	hap1_contig_421_phaseblock_10	14289182	15163566	hap2_contig_421_phaseblock_9	14416221	14416222	translocation	3551027	742847
chr3_PATERNAL	hap2_contig_421_phaseblock_10	14289260	15158790	hap1_contig_421_phaseblock_9	14415637	14415638	translocation	3552606	747678
chr3_PATERNAL	hap2_contig_600_phaseblock_45	32804106	34639155	hap1_contig_600_phaseblock_53	32873208	32873209	translocation	51389	1737567
chr4_PATERNAL	hap2_contig_2497	1	2813	hap2_contig_2497	1578	2053	unknown	219	749
chr4_PATERNAL	hap2_contig_2497	1	2813	hap2_contig_2497	2802	2803	unknown	749	0
chr5_MATERNAL	hap2_contig_452_phaseblock_1	10625	74443	hap2_contig_452_phaseblock_5	59034	59035	translocation	49496	196572
chr5_PATERNAL	hap1_contig_19_phaseblock_46	51237004	52378487	hap2_contig_19_phaseblock_62	51319159	51319160	translocation	108138	1046195
chr6_PATERNAL	hap1_contig_165	1	56065	hap2_contig_165	53971	53972	translocation	53965	3423
