#CONTIG_NAME	CONTIG_START	CONTIG_END	SNP_COUNT	SNP_DENSITY	INDEL_COUNT	INDEL_DENSITY
contig_2760	0	107696	293	2.7205957454710905	3	0.02785592913451628	
contig_2760	0	126420	293	2.317652921587394	3	0.023730234692021106	
contig_2760	0	132988	293	2.203189737497086	3	0.022558256697922385	
contig_3001	0	108686	125	1.1500915472871642	2	0.018401464756594623	
contig_3587	47665	247666	69	0.34499655003449964	0	0.0	
contig_4720	0	103174	40	0.3876908165737824	0	0.0	
contig_4720	0	126223	40	0.31689694511344907	0	0.0	
contig_5782	0	120038	89	0.7414257033130899	4	0.033322503519689434	
contig_5249	0	118208	268	2.2671708583948766	24	0.20303022612491436	
contig_5249	0	124400	268	2.1543235182996923	24	0.19292449417609184	
contig_5249	0	142718	268	1.8778158479249436	24	0.16816261324700987	
contig_5249	0	155048	268	1.7284858335106965	24	0.15478977613528627	
contig_2906	0	140425	81	0.5768162590973183	2	0.014242376767835017	
contig_2906	0	145033	81	0.5584897334418137	2	0.013789869961526263	
contig_1389	0	109866	114	1.0376182111097965	0	0.0	
contig_1699	0	117016	99	0.8460309185844792	3	0.025637300563166036	
contig_1699	0	139245	99	0.7109719489249242	3	0.021544604512876493	
contig_1699	0	140854	99	0.7028504490433424	3	0.021298498455858864	
contig_1699	0	185731	99	0.5330260805892361	3	0.016152305472401096	
contig_1720	0	151022	139	0.9203896095296743	4	0.02648603192891149	
contig_1726	0	169279	151	0.8920132325141777	10	0.05907372400756144	
contig_1726	0	184339	151	0.8191385483345992	10	0.05424758598242378	
contig_2674	51586	258482	3	0.014499968583401402	0	0.0	
contig_35	0	159074	914	5.7457174288857455	72	0.4526166902404526	
contig_3632	0	141712	253	1.7852984553287277	11	0.07762167197081425	
contig_3632	0	143506	253	1.7629802030562969	11	0.07665131317636073	
contig_3632	0	152809	253	1.6556508081931811	11	0.07198481774752961	
contig_4099	0	107191	194	1.8098365549667887	8	0.07463243525636241	
contig_4099	0	113861	194	1.7038169011610547	8	0.07026049076952802	
contig_4099	0	130561	194	1.4858841010401187	8	0.061273571176912116	
contig_4099	0	135719	194	1.4294134983790157	8	0.05894488653109343	
contig_4099	0	177080	194	1.0955438471659862	8	0.045177065862514895	
contig_509	0	175573	518	2.950322940754326	61	0.34743185209655186	
contig_509	0	181369	526	2.900148866957049	61	0.3363290511109886	
contig_619	0	132049	263	1.991669822037107	10	0.07572889057175312	
contig_619	0	135124	264	1.9537465309898243	10	0.07400555041628122	
contig_619	0	144887	267	1.8428027165810832	10	0.06901882833637017	
contig_619	0	185674	268	1.443382253938333	12	0.06462905614649253	
contig_785	0	119918	258	2.151452230255422	2	0.016677924265545912	
contig_795	0	124081	438	3.5299237600941313	9	0.0725326800019342	
contig_795	0	125524	438	3.489344752041426	9	0.0716988647679745	
contig_795	0	159093	438	2.7530893685494107	9	0.05657032949074132	
contig_795	0	170822	438	2.564057533236157	9	0.052686113696633355	
contig_1922	29643	229644	1521	7.604923950760493	136	0.6799932000679993	
contig_1922	78562	278563	1523	7.6149238507614925	135	0.6749932500674993	
contig_814	0	143250	800	5.58460324884294	16	0.1116920649768588	
contig_574	5730	205731	60	0.2999970000299997	3	0.014999850001499985	
contig_849	88711635	88911681	39	0.1949541857663449	5	0.02499412638030063	
contig_4497	0	120785	266	2.2022419816866194	15	0.12418657791465898	
contig_3699	86094	286095	28	0.13999860001399986	1	0.004999950000499995	
contig_3739	27399538	27599575	77	0.3849268638958598	10	0.04999050180465711	
contig_5088	0	111775	1	0.008946464357286	1	0.008946464357286	
contig_5329	0	101574	0	0	0	0	
contig_5329	0	101574	0	0	0	0	
contig_4954	0	146175	810	5.541265323992995	75	0.5130801225919439	
contig_1760	0	109206	73	0.6684553187982455	6	0.05494153305191059	
contig_5418	3315043	3515044	599	2.9949700502994974	47	0.23499765002349976	
contig_5359	0	123248	155	1.2576166946587801	4	0.0324546243782911	
contig_3810	0	104788	430	4.103484144328126	3	0.028628959146475296	
contig_3810	0	108715	430	3.9552595754074837	3	0.027594834247028955	
contig_4751	0	119297	275	2.3051518047243036	12	0.10058844238796961	
contig_600	0	105210	442	4.201081635950614	3	0.02851412875079602	
contig_600	0	141736	442	3.1184517804101963	3	0.021165962310476447	
contig_600	0	155460	442	2.8431568046005107	3	0.019297444375116588	
contig_2437	0	115107	154	1.3378739965945026	40	0.34749973937519546	
contig_2437	0	120997	154	1.2727483098894197	40	0.33058397659465444	
contig_2105	136351	336352	216	1.079989200107999	2	0.00999990000099999	
contig_1774	16681132	16881133	166	0.8299917000829992	15	0.07499925000749992	
contig_2425	0	103936	193	1.8568940800677332	93	0.8947727950585451	
contig_2425	0	117851	193	1.6376472185452942	93	0.7891253436513593	
contig_2425	0	118515	193	1.628472105032232	93	0.784704174963718	
contig_2439	0	180698	197	1.0902107925334397	60	0.332043896203078	
contig_3669	0	143003	6	0.041956868339347156	3	0.020978434169673578	
contig_1985	8202686	8402687	328	1.6399836001639985	44	0.21999780002199978	
contig_3534	0	190651	2402	12.598871241843778	229	1.201141346537146	
contig_5217	5950009	6150010	133	0.6649933500664993	32	0.15999840001599985	
contig_5625	0	115549	718	6.213760276936391	79	0.683686715707486	
contig_5345	0	124437	55	0.4419871743358138	3	0.024108391327408024	
contig_2012	0	119485	192	1.6068828147230638	18	0.15064526388028723	
contig_1571	0	121163	211	1.7414413522168302	31	0.25585157307451056	
contig_1571	0	123407	211	1.709775703357967	31	0.25119927395306624	
contig_1571	0	126792	211	1.6641297232497063	31	0.2444929925153597	
contig_227	0	101147	414	4.093012219717641	110	1.0875153240795665	
contig_227	0	123667	418	3.3800174661189635	110	0.889478280557622	
contig_227	0	143698	418	2.908858099221289	110	0.7654889734792866	
contig_227	0	145169	418	2.8793827925880002	110	0.7577323138389475	
contig_227	0	176415	418	2.369399600943225	110	0.623526210774533	
contig_227	0	199481	418	2.095427156334907	110	0.5514281990355019	
