#Base quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r10\filtered_snp_filtered_indel\quast_results
#compare quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r10\raw_snp_filtered_indel\quast_results
##CHROM	BASE_PHASEBLOCK	BASE_CONTIG_START	BASE_CONTIG_END	COMP_PHASEBLOCK	COMP_CONTIG_START	COMP_CONTIG_END	MIS_MSG	LAST_FRAGMENT_LENGTH	NEXT_FRAGMENT_LENGTH
chr1_MATERNAL	hap1_contig_1060_phaseblock_0	1	127266	hap2_contig_1060_phaseblock_0	68322	68323	local misassembly	68321	17210
chr1_MATERNAL	hap1_contig_1128_phaseblock_0	1	88408	hap2_contig_1128_phaseblock_0	59795	59796	translocation	59794	27571
chr1_MATERNAL	hap1_contig_1254_phaseblock_2	656204	785576	hap2_contig_1254_phaseblock_5	732577	732578	translocation	37483	2700
chr1_MATERNAL	hap1_contig_1254_phaseblock_2	656204	785576	hap2_contig_1254_phaseblock_5	735278	735279	relocation, inconsistency = 725796	2700	10852
chr1_MATERNAL	hap1_contig_1254_phaseblock_2	656204	785576	hap2_contig_1254_phaseblock_5	746131	746132	translocation	10852	43721
chr1_MATERNAL	hap1_contig_1507	1	24172	hap2_contig_1507	24027	24028	relocation, inconsistency = 72140	24026	3059
chr1_MATERNAL	hap1_contig_1529	1	56866	hap2_contig_1529	56162	56163	translocation	56161	727
chr1_MATERNAL	hap1_contig_1736	1	63569	hap2_contig_1736	23630	23631	relocation, inconsistency = 4592	23629	5941
chr1_MATERNAL	hap1_contig_1736	1	63569	hap2_contig_1736	29572	29573	relocation, inconsistency = -67908	5941	33791
chr1_MATERNAL	hap1_contig_1911_phaseblock_0	1	93325	hap2_contig_1911_phaseblock_0	4452	4453	relocation, inconsistency = 1252887	4451	11843
chr1_MATERNAL	hap1_contig_1911_phaseblock_0	1	93325	hap2_contig_1911_phaseblock_0	16296	16297	relocation, inconsistency = 952231	11843	51821
chr1_MATERNAL	hap1_contig_1911_phaseblock_0	1	93325	hap2_contig_1911_phaseblock_0	68118	68119	relocation, inconsistency = 47114	51821	6143
chr1_MATERNAL	hap1_contig_1911_phaseblock_0	1	93325	hap2_contig_1911_phaseblock_0	74262	74515	relocation, inconsistency = -328714	6143	17953
chr1_MATERNAL	hap1_contig_1987_phaseblock_0	1	27029	hap2_contig_1987_phaseblock_0	16783	16784	local misassembly	16781	10541
chr1_MATERNAL	hap2_contig_2190_phaseblock_0	1	544671	hap2_contig_2190_phaseblock_0	22253	22254	translocation	22252	525034
chr1_MATERNAL	hap1_contig_3243_phaseblock_0	1	35139	hap2_contig_3243	1351	1352	translocation	1315	35816
chr1_MATERNAL	hap1_contig_3964_phaseblock_1	35673	86775	hap2_contig_3964_phaseblock_1	45226	45227	relocation, inconsistency = 2872462	9754	11507
chr1_MATERNAL	hap1_contig_3964_phaseblock_1	35673	86775	hap2_contig_3964_phaseblock_1	74392	74393	relocation, inconsistency = 96694	13126	981
chr1_MATERNAL	hap1_contig_3964_phaseblock_1	35673	86775	hap2_contig_3964_phaseblock_1	75374	75375	relocation, inconsistency = -3074631	981	10241
chr1_MATERNAL	hap1_contig_4305_phaseblock_0	1	137942	hap2_contig_4305	47914	47915	relocation, inconsistency = -2651026	47913	37903
