#Base quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r10\raw_snp_raw_indel\quast_results
#compare quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r10\filtered_snp_filtered_indel\quast_results
##CHROM	BASE_PHASEBLOCK	BASE_CONTIG_START	BASE_CONTIG_END	COMP_PHASEBLOCK	COMP_CONTIG_START	COMP_CONTIG_END	MIS_MSG	LAST_FRAGMENT_LENGTH	NEXT_FRAGMENT_LENGTH
chr1_MATERNAL	hap1_contig_1060_phaseblock_0	1	109325	hap2_contig_1060_phaseblock_0	68322	68323	local misassembly	68321	17210
chr1_MATERNAL	hap1_contig_1128_phaseblock_0	1	88409	hap2_contig_1128_phaseblock_0	59795	59796	translocation	59794	27571
chr1_MATERNAL	hap1_contig_1232_phaseblock_0	1	88631	hap1_contig_1232_phaseblock_0	13348	13349	translocation	13347	74590
chr1_MATERNAL	hap1_contig_1529	1	56866	hap2_contig_1529	56162	56163	translocation	56161	727
chr1_MATERNAL	hap1_contig_1912_phaseblock_0	1	81088	hap2_contig_1912_phaseblock_0	39270	39271	relocation, inconsistency = -2350884	39269	10147
chr1_MATERNAL	hap1_contig_1912_phaseblock_0	1	81088	hap2_contig_1912_phaseblock_0	49418	49419	relocation, inconsistency = 2379690	10147	26397
chr1_MATERNAL	hap1_contig_1912_phaseblock_0	1	81088	hap2_contig_1912_phaseblock_0	75816	75817	relocation, inconsistency = -29837	26397	3103
chr1_MATERNAL	hap1_contig_1924_phaseblock_0	1	57140	hap2_contig_1924	4241	4242	relocation, inconsistency = -4560066	4240	33475
chr1_MATERNAL	hap1_contig_1924_phaseblock_0	1	57140	hap2_contig_1924	37717	37718	relocation, inconsistency = 2499776	33475	6998
chr1_MATERNAL	hap1_contig_1924_phaseblock_0	1	57140	hap2_contig_1924	44716	45303	local misassembly	6998	9525
chr1_MATERNAL	hap1_contig_1928_phaseblock_0	1	101539	hap2_contig_1928	720	721	relocation, inconsistency = 1003718	719	23796
chr1_MATERNAL	hap1_contig_1928_phaseblock_0	1	101539	hap2_contig_1928	24517	24518	relocation, inconsistency = 1163789	23796	5058
chr1_MATERNAL	hap1_contig_1928_phaseblock_0	1	101539	hap2_contig_1928	29576	29577	relocation, inconsistency = -1139761	5058	60228
chr1_MATERNAL	hap1_contig_1928_phaseblock_0	1	101539	hap2_contig_1928	89805	89806	relocation, inconsistency = 20358	60228	15626
chr1_MATERNAL	hap1_contig_1987_phaseblock_0	1	27029	hap2_contig_1987_phaseblock_0	19073	19074	local misassembly	19071	7296
chr1_MATERNAL	hap1_contig_2176_phaseblock_0	1	28119	hap1_contig_2176	7645	7646	relocation, inconsistency = -132292	7644	16643
chr1_MATERNAL	hap1_contig_2176_phaseblock_0	1	28119	hap1_contig_2176	24289	24290	relocation, inconsistency = -1545847	16643	3256
chr1_MATERNAL	hap1_contig_2190_phaseblock_0	1	544677	hap1_contig_2190_phaseblock_0	22253	22254	translocation	22252	525065
chr1_MATERNAL	hap1_contig_2942	1	51593	hap1_contig_2942	51006	51007	translocation	51005	1054
chr1_MATERNAL	hap2_contig_317_phaseblock_0	1	107871	hap2_contig_317_phaseblock_0	42227	42228	relocation, inconsistency = 14386	42226	86983
chr1_MATERNAL	hap2_contig_317_phaseblock_11	8883122	10007725	hap2_contig_317_phaseblock_17	8900902	8900903	translocation	15937	363064
chr1_MATERNAL	hap2_contig_317_phaseblock_11	8883122	10007725	hap2_contig_317_phaseblock_17	9263967	9263968	relocation, inconsistency = 4920	363064	754681
chr1_PATERNAL	hap1_contig_1253_phaseblock_0	1	186888	hap2_contig_1253_phaseblock_0	21355	21356	translocation	21354	2151
