#Base quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r10\filtered_snp_filtered_indel\quast_results
#compare quast results: C:\Users\Xiaotuantuan\Documents\quast_2\r10\raw_snp_raw_indel\quast_results
##CHROM	BASE_PHASEBLOCK	BASE_CONTIG_START	BASE_CONTIG_END	COMP_PHASEBLOCK	COMP_CONTIG_START	COMP_CONTIG_END	MIS_MSG	LAST_FRAGMENT_LENGTH	NEXT_FRAGMENT_LENGTH
chr1_MATERNAL	hap1_contig_1060_phaseblock_2	230668	305458	hap2_contig_1060_phaseblock_1	287685	287686	relocation, inconsistency = 31376	110428	16937
chr1_MATERNAL	hap1_contig_1128_phaseblock_0	1	88408	hap2_contig_1128_phaseblock_0	59796	59797	translocation	59795	27571
chr1_MATERNAL	hap1_contig_1254_phaseblock_2	656204	785576	hap2_contig_1254_phaseblock_5	732574	732575	translocation	37485	11166
chr1_MATERNAL	hap1_contig_1254_phaseblock_2	656204	785576	hap2_contig_1254_phaseblock_5	743741	743742	translocation	11166	2386
chr1_MATERNAL	hap1_contig_1987_phaseblock_0	1	27029	hap2_contig_1987_phaseblock_0	16783	16784	local misassembly	16781	10541
chr1_MATERNAL	hap2_contig_2190_phaseblock_0	1	544671	hap2_contig_2190_phaseblock_0	22253	22254	translocation	22252	525028
chr1_MATERNAL	hap1_contig_3243_phaseblock_0	1	35139	hap2_contig_3243	1351	1352	translocation	1315	35816
chr1_MATERNAL	hap1_contig_4081_phaseblock_1	65678	148840	hap2_contig_4081_phaseblock_0	126698	126699	translocation	122063	4925
chr1_MATERNAL	hap1_contig_4081_phaseblock_1	65678	148840	hap2_contig_4081_phaseblock_0	131624	131625	relocation, inconsistency = 3395	4925	11478
chr1_MATERNAL	hap1_contig_4081_phaseblock_1	65678	148840	hap2_contig_4081_phaseblock_0	143103	143308	translocation	11478	6892
chr1_MATERNAL	hap2_contig_1910	1	21986	hap1_contig_1910	9514	9548	relocation, inconsistency = -3347340	9511	12917
chr1_MATERNAL	hap2_contig_1910	1	21986	hap2_contig_1910_phaseblock_0	586	587	relocation, inconsistency = -1371995	585	23647
chr1_MATERNAL	hap2_contig_39_phaseblock_1	101655	169372	hap1_contig_39_phaseblock_0	133740	133741	translocation	12507	24453
chr1_MATERNAL	hap2_contig_39_phaseblock_1	101655	169372	hap1_contig_39_phaseblock_0	158194	158195	translocation	24453	13850
chr1_MATERNAL	hap2_contig_4330_phaseblock_0	1	84802	hap1_contig_4330	4184	4185	relocation, inconsistency = 1750	4183	20272
chr1_MATERNAL	hap2_contig_4330_phaseblock_0	1	84802	hap1_contig_4330	24457	24458	relocation, inconsistency = -4661005	20272	31059
chr1_MATERNAL	hap2_contig_4330_phaseblock_0	1	84802	hap1_contig_4330	55517	55518	relocation, inconsistency = 2728198	31059	10010
chr1_MATERNAL	hap2_contig_4330_phaseblock_0	1	84802	hap1_contig_4330	65528	65529	relocation, inconsistency = -1724715	10010	20712
chr1_PATERNAL	hap1_contig_3200_phaseblock_0	1	55153	hap2_contig_3200	7316	7317	relocation, inconsistency = 1152	7315	36529
chr1_PATERNAL	hap1_contig_3200_phaseblock_0	1	55153	hap2_contig_3200	43846	43847	translocation	36529	14944
chr1_PATERNAL	hap1_contig_1070_phaseblock_0	1	57291	hap2_contig_1070_phaseblock_0	11757	11758	relocation, inconsistency = 35151	11756	45493
chr1_PATERNAL	hap1_contig_1091_phaseblock_2	242151	352856	hap2_contig_1091_phaseblock_2	269212	269213	relocation, inconsistency = -1970536	29587	15839
chr1_PATERNAL	hap1_contig_1091_phaseblock_2	242151	352856	hap2_contig_1091_phaseblock_2	285052	285154	relocation, inconsistency = 1969874	15839	34585
chr1_PATERNAL	hap1_contig_1091_phaseblock_2	242151	352856	hap2_contig_1091_phaseblock_2	319739	319740	relocation, inconsistency = -4997113	34585	1281
chr1_PATERNAL	hap1_contig_1091_phaseblock_2	242151	352856	hap2_contig_1091_phaseblock_2	321021	321022	relocation, inconsistency = -1773	1281	25791
chr1_PATERNAL	hap2_contig_1145_phaseblock_0	1	116268	hap2_contig_1145_phaseblock_0	37619	37620	relocation, inconsistency = 805948	37618	2994
chr1_PATERNAL	hap2_contig_1145_phaseblock_0	1	116268	hap2_contig_1145_phaseblock_0	40614	40615	local misassembly	2994	52404
chr1_PATERNAL	hap2_contig_1145_phaseblock_0	1	116268	hap2_contig_1145_phaseblock_0	93019	93020	relocation, inconsistency = -798937	52404	6175
chr1_PATERNAL	hap1_contig_1253_phaseblock_1	186892	428326	hap2_contig_1253_phaseblock_0	344410	344411	local misassembly	311089	16852
chr1_PATERNAL	hap1_contig_1253_phaseblock_1	186892	428326	hap2_contig_1253_phaseblock_0	361263	361264	local misassembly	16852	58595
chr1_PATERNAL	hap1_contig_146_phaseblock_0	1	61254	hap1_contig_146_phaseblock_8	9651	9652	relocation, inconsistency = 26390247	8041	54253
chr1_PATERNAL	hap1_contig_1542_phaseblock_0	1	28965	hap2_contig_1542	20430	20431	relocation, inconsistency = 58351	20429	8276
chr1_PATERNAL	hap1_contig_1636_phaseblock_1	196695	347146	hap2_contig_1636_phaseblock_5	283710	283711	translocation	37638	67458
chr1_PATERNAL	hap1_contig_1775_phaseblock_0	1	33010	hap2_contig_1775_phaseblock_0	22022	22023	relocation, inconsistency = -14619	22021	13561
chr1_PATERNAL	hap2_contig_1776_phaseblock_0	1	76261	hap1_contig_1776_phaseblock_0	19128	19129	relocation, inconsistency = 1110991	19127	11123
chr1_PATERNAL	hap2_contig_1776_phaseblock_0	1	76261	hap1_contig_1776_phaseblock_0	30252	30253	relocation, inconsistency = 4876	11123	8088
chr1_PATERNAL	hap2_contig_1776_phaseblock_0	1	76261	hap1_contig_1776_phaseblock_0	38341	38342	local misassembly	8088	3342
chr1_PATERNAL	hap2_contig_1776_phaseblock_0	1	76261	hap1_contig_1776_phaseblock_0	41684	41685	local misassembly	3342	23754
chr1_PATERNAL	hap2_contig_1776_phaseblock_0	1	76261	hap1_contig_1776_phaseblock_0	65439	65440	relocation, inconsistency = -1110737	23754	10553
chr1_PATERNAL	hap1_contig_1830_phaseblock_1	3960	116914	hap2_contig_1830	30603	30604	relocation, inconsistency = -5057356	30602	16389
chr1_PATERNAL	hap1_contig_1830_phaseblock_1	3960	116914	hap2_contig_1830	46993	46994	local misassembly	16389	19913
chr1_PATERNAL	hap1_contig_1830_phaseblock_1	3960	116914	hap2_contig_1830	66907	66908	relocation, inconsistency = 5067809	19913	31032
chr1_PATERNAL	hap1_contig_2880_phaseblock_0	1	23912	hap2_contig_2880	6185	6186	relocation, inconsistency = -24692	6184	18658
chr1_PATERNAL	hap1_contig_2971_phaseblock_0	1	53370	hap2_contig_2971_phaseblock_0	20215	20216	relocation, inconsistency = -1359	20214	29607
chr1_PATERNAL	hap1_contig_2971_phaseblock_0	1	53370	hap2_contig_2971_phaseblock_0	49823	49824	relocation, inconsistency = 190651	29607	506
chr1_PATERNAL	hap2_contig_3267_phaseblock_0	1	49217	hap1_contig_3267_phaseblock_0	11573	11574	translocation	11572	3041
chr1_PATERNAL	hap2_contig_3267_phaseblock_0	1	49217	hap1_contig_3267_phaseblock_0	14615	14616	translocation	3041	15767
chr1_PATERNAL	hap2_contig_3267_phaseblock_0	1	49217	hap1_contig_3267_phaseblock_0	30383	30384	relocation, inconsistency = 1438670	15767	11771
chr1_PATERNAL	hap1_contig_3828_phaseblock_0	1	32965	hap2_contig_3828	7366	7367	translocation	7365	21585
chr1_PATERNAL	hap1_contig_3828_phaseblock_0	1	32965	hap2_contig_3828	28952	28953	translocation	21585	3401
chr1_PATERNAL	hap1_contig_581_phaseblock_0	1	145840	hap2_contig_581_phaseblock_1	66828	66829	relocation, inconsistency = 1381	32249	77529
chr1_PATERNAL	hap2_contig_816_phaseblock_5	394683	443518	hap1_contig_816_phaseblock_6	418377	418378	relocation, inconsistency = 40841	23407	2692
chr1_PATERNAL	hap2_contig_816_phaseblock_5	394683	443518	hap1_contig_816_phaseblock_6	421070	421071	local misassembly	2692	6194
chr1_PATERNAL	hap2_contig_816_phaseblock_5	394683	443518	hap1_contig_816_phaseblock_6	427265	427266	relocation, inconsistency = -42151	6194	10110
chr1_PATERNAL	hap2_contig_1834	1	28447	hap1_contig_1834	3988	3989	relocation, inconsistency = -4998209	3987	24088
